DB 0 MOTIF	POL005.1	DPE
-189.5	0	9.25
-188.5	0	3
-187.5	1	6.33333
-186.5	0	12
-185.5	0	10.5
-184.5	0	7
-183.5	0	2.5
-182.5	0	6
-181.5	0	14.5
-180.5	0	11
-179.5	0	4
-178.5	0	9
-177.5	1	5
-176.5	0	7.5
-175.5	1	5
-174.5	1	13
-173.5	0	7
-172.5	0	13
-171.5	1	8
-170.5	0	9.5
-169.5	0	9.5
-168.5	0	6.5
-167.5	0	9
-166.5	1	7
-165.5	1	3
-164.5	0	9
-163.5	1	9.5
-162.5	0	14
-161.5	0	4
-160.5	0	11.5
-159.5	0	6
-158.5	0	5.5
-157.5	0	9.5
-156.5	1	8.5
-155.5	0	9
-154.5	0	7.5
-153.5	1	8
-152.5	0	11.5
-151.5	0	5
-150.5	1	9
-149.5	0	9
-148.5	0	12.5
-147.5	1	6.83333
-146.5	0	11.5
-145.5	0	5.5
-144.5	0	6
-143.5	0	7.5
-142.5	0	6
-141.5	0	8.25
-140.5	0	5.5
-139.5	0	4
-138.5	0	7
-137.5	0	7
-136.5	0	6.5
-135.5	0	10.5
-134.5	0	9
-133.5	0	7.5
-132.5	0	6
-131.5	1	6
-130.5	0	4.5
-129.5	0	4.5
-128.5	1	8
-127.5	0	8.5
-126.5	0	7
-125.5	0	8
-124.5	0	9
-123.5	0	8
-122.5	0	7.5
-121.5	1	10
-120.5	0	7
-119.5	0	8
-118.5	0	9.5
-117.5	0	9
-116.5	1	5
-115.5	0	10
-114.5	0	7.33333
-113.5	0	9
-112.5	0	11.75
-111.5	0	10
-110.5	0	7
-109.5	0	9.5
-108.5	0	7
-107.5	1	7
-106.5	0	4.5
-105.5	1	12
-104.5	0	11.5
-103.5	0	13
-102.5	0	8
-101.5	0	10.5
-100.5	0	7
 -99.5	0	9
 -98.5	0	7.66667
 -97.5	2	14.5
 -96.5	0	9
 -95.5	0	7
 -94.5	0	5.83333
 -93.5	0	11
 -92.5	0	7.5
 -91.5	0	4
 -90.5	0	5.83333
 -89.5	0	5
 -88.5	0	6
 -87.5	0	6.5
 -86.5	0	14.8333
 -85.5	0	9
 -84.5	0	9
 -83.5	0	9
 -82.5	0	3.5
 -81.5	0	11
 -80.5	0	7
 -79.5	0	8
 -78.5	1	12
 -77.5	0	11
 -76.5	0	8.5
 -75.5	0	6.5
 -74.5	0	5
 -73.5	1	10
 -72.5	1	12
 -71.5	0	8
 -70.5	0	5.5
 -69.5	0	2
 -68.5	0	11
 -67.5	0	8
 -66.5	0	5
 -65.5	0	9
 -64.5	0	12
 -63.5	0	4
 -62.5	0	10.25
 -61.5	0	9
 -60.5	0	3
 -59.5	0	6
 -58.5	1	9.33333
 -57.5	1	6
 -56.5	0	5
 -55.5	0	9.5
 -54.5	0	4
 -53.5	0	6.5
 -52.5	0	10
 -51.5	2	8
 -50.5	0	4.5
 -49.5	0	7
 -48.5	0	9
 -47.5	0	5
 -46.5	0	7.5
 -45.5	0	9.33333
 -44.5	0	9.5
 -43.5	2	5
 -42.5	0	7
 -41.5	0	10.5
 -40.5	0	9.5
 -39.5	0	7
 -38.5	0	9
 -37.5	1	10
 -36.5	0	9
 -35.5	1	6.5
 -34.5	0	7.5
 -33.5	0	5.5
 -32.5	1	9
 -31.5	0	9
 -30.5	0	10
 -29.5	0	9
 -28.5	0	9.5
 -27.5	0	7
 -26.5	0	4
 -25.5	0	4.5
 -24.5	0	14
 -23.5	0	7
 -22.5	0	9
 -21.5	0	8
 -20.5	0	6.33333
 -19.5	0	11
 -18.5	0	13
 -17.5	0	7.5
 -16.5	0	2
 -15.5	0	4
 -14.5	0	11.5
 -13.5	1	9
 -12.5	1	5.83333
 -11.5	0	7.33333
 -10.5	0	9.5
  -9.5	0	6
  -8.5	0	6
  -7.5	0	8
  -6.5	0	10.5
  -5.5	0	5
  -4.5	0	6.5
  -3.5	0	5.5
  -2.5	0	3.5
  -1.5	0	8
  -0.5	0	9.33333
   0.5	0	9
   1.5	1	7.5
   2.5	0	8
   3.5	0	8.33333
   4.5	0	3.5
   5.5	0	3
   6.5	0	7
   7.5	0	7
   8.5	0	7.5
   9.5	0	6.83333
  10.5	0	6
  11.5	0	7
  12.5	0	5.5
  13.5	0	6.33333
  14.5	0	8.75
  15.5	0	12
  16.5	0	4
  17.5	0	5.16667
  18.5	0	7.5
  19.5	0	7.5
  20.5	0	11
  21.5	1	10
  22.5	0	10
  23.5	0	12
  24.5	0	6
  25.5	0	8
  26.5	0	8
  27.5	1	3
  28.5	0	9
  29.5	0	7.5
  30.5	0	6.33333
  31.5	0	10
  32.5	0	4
  33.5	0	9
  34.5	0	3
  35.5	0	1
  36.5	0	8
  37.5	0	3
  38.5	0	5
  39.5	1	7
  40.5	0	5
  41.5	0	5
  42.5	0	9
  43.5	0	3.33333
  44.5	0	12
  45.5	0	14.5
  46.5	0	5
  47.5	0	6.5
  48.5	0	7
  49.5	0	10
  50.5	1	6.5
  51.5	0	12
  52.5	0	10
  53.5	1	4.5
  54.5	0	8.5
  55.5	0.5	7
  56.5	0	5
  57.5	0	2
  58.5	0	6.25
  59.5	0.5	8
  60.5	0	9.33333
  61.5	1	4
  62.5	1	3.5
  63.5	1	6.33333
  64.5	0	5
  65.5	0	2
  66.5	0	4
  67.5	0	7.33333
  68.5	0	8
  69.5	0	6.5
  70.5	0	9
  71.5	0	10
  72.5	0	7
  73.5	0	9
  74.5	0	5
  75.5	1	6.5
  76.5	0	6
  77.5	0	3.5
  78.5	1	4.5
  79.5	0	5.5
  80.5	0	8.5
  81.5	1	9.5
  82.5	0	5
  83.5	0	7
  84.5	0.5	10.8333
  85.5	0	6
  86.5	0	7.5
  87.5	0	9
  88.5	0	9.33333
  89.5	0	7.5
  90.5	0	12
  91.5	1	10
  92.5	0	3.5
  93.5	0	6
  94.5	0	6
  95.5	1	7
  96.5	1	7.5
  97.5	0	12.8333
  98.5	0	11
  99.5	0	2.5
 100.5	0	6
 101.5	0	5
 102.5	0	7.5
 103.5	0	5.5
 104.5	0.5	4
 105.5	0	8
 106.5	0	2
 107.5	0	5
 108.5	0	4.5
 109.5	0	7.5
 110.5	0	5.5
 111.5	0	4
 112.5	0	6
 113.5	0	4.5
 114.5	0	5
 115.5	0	2.5
 116.5	0	7
 117.5	0	6
 118.5	0	12
 119.5	0	4.5
 120.5	0	6
 121.5	0	7
 122.5	0	7.5
 123.5	0	8.5
 124.5	0	9.5
 125.5	0	9
 126.5	0	6
 127.5	1	7
 128.5	0	4
 129.5	0	10.25
 130.5	0	9
 131.5	0	8
 132.5	0	3
 133.5	1	8
 134.5	1	5
 135.5	0	6
 136.5	0	4
 137.5	0	8
 138.5	0	5
 139.5	0	7
 140.5	0	9
 141.5	0	6
 142.5	1	4
 143.5	0	6
 144.5	0	5
 145.5	0	6
 146.5	0	7
 147.5	0	3.5
 148.5	0	7.83333
 149.5	0	5
 150.5	0.5	8
 151.5	1	5
 152.5	0	4
 153.5	0	4
 154.5	0	4
 155.5	0	0.5
 156.5	0	2.5
 157.5	0	6
 158.5	0	3.5
 159.5	0	7
 160.5	1	4
 161.5	0	6
 162.5	0	5.5
 163.5	0	6.5
 164.5	0	5
 165.5	0	7.5
 166.5	0	8
 167.5	0	5
 168.5	0	6.5
 169.5	0	7
 170.5	0	9.33333
 171.5	0	9
 172.5	0	6
 173.5	1	6
 174.5	0	5
 175.5	0	3.5
 176.5	0	7
 177.5	0	5.5
 178.5	0	1
 179.5	1	6
 180.5	1	8.5
 181.5	0	11
 182.5	0	6
 183.5	0	6
 184.5	0	6
 185.5	0	4
 186.5	0	12.5
 187.5	0	4
 188.5	0	5
 189.5	0	8
 190.5	0	3.5
 191.5	1	6.5
 192.5	0	5.5
 193.5	0	7.16667
 194.5	0	11
 195.5	0	4.5
 196.5	0	7.5
 197.5	1	4.5
 198.5	0	4
 199.5	0	5.5
 200.5	0	6
 201.5	0	5.16667
 202.5	0	3
 203.5	0	7
 204.5	0	4.5
 205.5	0	6.16667
 206.5	0	7.25
 207.5	0	8
 208.5	1	3
 209.5	0	5.5
 210.5	0	6.75
 211.5	0	6.5
 212.5	0	7
 213.5	0	10
 214.5	0	6.75
 215.5	0	9.5
 216.5	0	5
 217.5	0	10.6667
 218.5	1	3.25
 219.5	0	4
 220.5	0	4
 221.5	0	10.1667
 222.5	0	6
 223.5	0	7.5
 224.5	0	7
 225.5	0	5
 226.5	0	14
 227.5	0	4.5
 228.5	0	3.5
 229.5	0	6.5
 230.5	0	4
 231.5	0	5
 232.5	0	10
 233.5	0	5
 234.5	1	6
 235.5	0	6.2
 236.5	0	5.5
 237.5	0	8.5
 238.5	0	7
 239.5	0	1.2
 240.5	2	5
 241.5	0	3
 242.5	0	4.5
 243.5	0	3.2
 244.5	0	2.25
 245.5	0	11
 246.5	0	1
 247.5	1	1.7
 248.5	0	4.5
 249.5	0	9
 250.5	0	3.5
 251.5	0	5.33333
 252.5	0	7.5
 253.5	0	4.5
 254.5	0	4
 255.5	1	3
 256.5	0	7
 257.5	0	5.08333
 258.5	0	3.5
 259.5	0	7
 260.5	0	9
 261.5	0	4
 262.5	0	8
 263.5	0	8
 264.5	0	4
 265.5	0	4
 266.5	1	0
 267.5	0	6
 268.5	0	4
 269.5	0	4
 270.5	0	6
 271.5	0	7
 272.5	1	7.5
 273.5	0	2
 274.5	0	6.5
 275.5	0	5
 276.5	0	5
 277.5	0	7
 278.5	0	4
 279.5	0	3
 280.5	0	5
 281.5	0	5
 282.5	0	7
 283.5	0	2
 284.5	0	7.5
 285.5	0	6
 286.5	0	9.25
 287.5	0	4
 288.5	0	4
 289.5	0	4.5
 290.5	0	8.5
 291.5	0	5
 292.5	0	4
 293.5	0	9
 294.5	1	2
 295.5	0	5
 296.5	0	2.5
 297.5	0	1
 298.5	0	3
 299.5	0	4.5
 300.5	0	3.5
 301.5	0	5
 302.5	0	4.33333
 303.5	0	4
 304.5	0	4
 305.5	0	5
 306.5	0	4.5
 307.5	1	2
 308.5	0	1.5
 309.5	0	4.5
 310.5	0	4
 311.5	0	5
 312.5	0	3
 313.5	0	6
 314.5	0	2
 315.5	0	10
 316.5	0	7
 317.5	0	0
 318.5	0	5
 319.5	0	7
 320.5	0	2.5
 321.5	0	4
 322.5	0	1
 323.5	0	3.33333
 324.5	0	4
 325.5	0	4.5
 326.5	1	1
 327.5	0	2
 328.5	0	1
 329.5	0	7.33333
 330.5	0	5
 331.5	0	5.5
 332.5	0	4.5
 333.5	0	3
 334.5	0	3
 335.5	0	3
 336.5	0	3
 337.5	0	4
 338.5	0	2
 339.5	0	0
 340.5	1	1.5
 341.5	0	3.5
 342.5	0	0
 343.5	0	4
 344.5	0	0
 345.5	0	6
 346.5	0	3
 347.5	0	3
 348.5	0	3
 349.5	0	1.25
 350.5	0	4
 351.5	0	2
 352.5	0	4
 353.5	0	2
 354.5	0	4
 355.5	0	2
 356.5	0	2.5
 357.5	0	3.5
 358.5	0	2
 359.5	0	2
 360.5	0	6
 361.5	0	3.5
 362.5	0	2.5
 363.5	0	1
 364.5	0	0
 365.5	0	4
 366.5	0	2
 367.5	0	3.5
 368.5	0	2.5
 369.5	0	3
 370.5	0	0.333333
 371.5	0	3
 372.5	0	2
 373.5	0	3
 374.5	0	3
 375.5	0	6
 376.5	0	4
 377.5	0	2
 378.5	0	3.5
 379.5	0	4
 380.5	0	2.5
 381.5	0	3.5
 382.5	0	2
 383.5	0	2
 384.5	0	3
 385.5	0	2
 386.5	0	4
 387.5	0	2
 388.5	0	1
 389.5	0	5
 390.5	0	1
 391.5	0	1.5
 392.5	0	2.5
 393.5	0	2
 394.5	1	2
 395.5	0	1.5
 396.5	0	4
 397.5	0	0
 398.5	0	2
 399.5	0	2
 400.5	0	6
 401.5	0	1
 402.5	0	4
 403.5	0	3.5
 404.5	0	1
 405.5	0	0.5
 406.5	1	0.5
 407.5	0	3
 408.5	0	1
 409.5	0	2
 410.5	0	0
 411.5	0	1
 412.5	0	2
 413.5	0	2
 414.5	0	2
 415.5	0	1
 416.5	0	4
 417.5	0	3.5
 418.5	1	0
 419.5	0	1.5
 420.5	0	3
 421.5	0	1
 422.5	0	1
 423.5	0	2.5
 424.5	0	1
 425.5	0	6
 426.5	0	4
 427.5	0	2.5
 428.5	0	4
 429.5	0	0
 430.5	0	2
 431.5	0	3
 432.5	0	2
 433.5	0	0
 434.5	0	0
 435.5	0	4
 436.5	0	3
 437.5	0	3
 438.5	0	4.5
 439.5	0	0
 440.5	0	0
 441.5	0	2.5
 442.5	0	2
 443.5	0	2
 444.5	0	4
 445.5	0	1
 446.5	0	2
 447.5	0	3
 448.5	0	1
 449.5	0	1
 450.5	0	1
 451.5	2	29
 452.5	0	2
 453.5	0	7
 454.5	0	5
 455.5	0	3
 456.5	0	3
 457.5	0	2.5
 458.5	0	5
 459.5	0	2
 460.5	0	3
 461.5	0	3
 462.5	0	2.5
 463.5	0	4
 464.5	0	4
 465.5	0	0.5
 466.5	0	2
 467.5	0	2
 468.5	0	0
 469.5	0	0
 470.5	0	0
 471.5	0	0
 472.5	0	0.5
 473.5	0	4
 474.5	0	1
 475.5	0	0
 476.5	0	3
 477.5	0	1
 478.5	0	1.5
 479.5	0	1
 480.5	0	2
 481.5	0	0
 482.5	1	1
 483.5	0	4.5
 484.5	1	2.5
 485.5	0	2.5
 486.5	0	1
 487.5	0	4
 488.5	0	4
 489.5	0	1
 490.5	0	6
 491.5	0	2
 492.5	0	2
 493.5	0	4
 494.5	0	1.5
 495.5	0	4
 496.5	0	2
 497.5	1	5.5
 498.5	0	1
 499.5	0	3
 500.5	0	1
 501.5	0	1
 502.5	0	4
 503.5	1	2.5
 504.5	0	4
 505.5	0	1
 506.5	0	0
 507.5	0	2
 508.5	0	2.5
 509.5	0	2
 510.5	0	2
 511.5	0	3
 512.5	0	2
 513.5	0	3
 514.5	0	3
 515.5	0	1
 516.5	0	1
 517.5	0	2
 518.5	0	1
 519.5	0	0
 520.5	0	1.33333
 521.5	0	1
 522.5	0	4
 523.5	0	1
 524.5	0	3
 525.5	0	4
 526.5	0	6
 527.5	0	2
 528.5	0	2
 529.5	0	2
 530.5	0	3
 531.5	0	5
 532.5	0	0
 533.5	0	2
 534.5	0	0.5
 535.5	0	3
 536.5	0	1.5
 537.5	0	1
 538.5	0	3
 539.5	0	2
 540.5	0	5
 541.5	0	1
 542.5	0	1
 543.5	0	1
 544.5	1	2
 545.5	0	1
DB 0 MOTIF	POL003.1	GC-box
-542.5	0	6
-541.5	1	6.5
-540.5	0	3
-539.5	0	4.125
-538.5	0	3
-537.5	0	4
-536.5	0	2
-535.5	0	4
-534.5	0	4
-533.5	1	1
-532.5	0	3
-531.5	0	2
-530.5	0	4
-529.5	0	9
-528.5	0	2
-527.5	0	6
-526.5	1	6
-525.5	1	6
-524.5	0	2
-523.5	0	2
-522.5	0	5
-521.5	0	5
-520.5	0	6
-519.5	0	3
-518.5	1	5
-517.5	0	5
-516.5	0	5
-515.5	1	6
-514.5	0	8
-513.5	0	5
-512.5	0	1
-511.5	0	4
-510.5	0	1
-509.5	0	5
-508.5	0	6
-507.5	0	3
-506.5	0	6
-505.5	0	1.5
-504.5	0	10
-503.5	0	6
-502.5	0	9
-501.5	0	6
-500.5	0	2
-499.5	0	8
-498.5	0	6
-497.5	0	4
-496.5	0	7
-495.5	0	3.5
-494.5	0	11
-493.5	0	1
-492.5	0	3
-491.5	0	5.5
-490.5	0	2
-489.5	0	6
-488.5	0	4
-487.5	0	5
-486.5	1	7
-485.5	0	4
-484.5	0	5
-483.5	0	0
-482.5	0	4
-481.5	0	2
-480.5	0	4
-479.5	0	9
-478.5	0	10
-477.5	0	6
-476.5	0	5
-475.5	0	3
-474.5	0	3
-473.5	0	5
-472.5	0	4
-471.5	0	6
-470.5	0	2
-469.5	1	1
-468.5	0	7
-467.5	0	5
-466.5	0	5
-465.5	0	8
-464.5	0	10
-463.5	0	3
-462.5	0	4
-461.5	0	4
-460.5	0	3
-459.5	0	5
-458.5	0	2
-457.5	0	4.5
-456.5	1	4
-455.5	0	8
-454.5	0	6
-453.5	0	5
-452.5	0	8
-451.5	0	1
-450.5	0	1
-449.5	0	4
-448.5	0	6
-447.5	0	4
-446.5	0	2
-445.5	1	7
-444.5	0	7
-443.5	0	5
-442.5	0	3
-441.5	0	4
-440.5	0	8
-439.5	0	1
-438.5	0	3
-437.5	0	11
-436.5	0	1
-435.5	0	10
-434.5	0	3
-433.5	0	5
-432.5	0	3
-431.5	0	1
-430.5	0	1
-429.5	0	4
-428.5	0	4
-427.5	0	8
-426.5	0	5
-425.5	0	5
-424.5	0	2
-423.5	0	2
-422.5	0	4
-421.5	0	2
-420.5	0	5
-419.5	0	2
-418.5	0	5
-417.5	0	3
-416.5	0	2
-415.5	0	3
-414.5	0	4
-413.5	0	0
-412.5	0	2
-411.5	0	7
-410.5	0	2
-409.5	0	3
-408.5	0	2
-407.5	1	2
-406.5	0	4
-405.5	0	3
-404.5	0	4
-403.5	0	4
-402.5	0	6
-401.5	0	6
-400.5	0	9.5
-399.5	0	3
-398.5	0	5
-397.5	0	6
-396.5	0	3
-395.5	0	7
-394.5	0	3
-393.5	0	3
-392.5	0	3
-391.5	0	5.5
-390.5	0	10
-389.5	0	7
-388.5	0	2
-387.5	0	3
-386.5	0	5
-385.5	0	2
-384.5	0	4
-383.5	0	3
-382.5	1	5
-381.5	0	1
-380.5	0	4
-379.5	2	7
-378.5	0	4
-377.5	0	4
-376.5	0	5.5
-375.5	0	2
-374.5	0	2
-373.5	0	2
-372.5	0	7
-371.5	0	5
-370.5	0	6
-369.5	0	2
-368.5	0	2
-367.5	0	7
-366.5	0	8
-365.5	0	5
-364.5	0	4
-363.5	1	3
-362.5	0	4.5
-361.5	0	7
-360.5	0	3
-359.5	0	3
-358.5	1	3
-357.5	0	6
-356.5	0	2
-355.5	0	3
-354.5	0	1
-353.5	0	6
-352.5	0	6
-351.5	0	5
-350.5	0	5.5
-349.5	0	8
-348.5	0	6
-347.5	0	2
-346.5	0	6
-345.5	0	5
-344.5	0	3
-343.5	0	3
-342.5	0	6
-341.5	0	7
-340.5	0	9
-339.5	0	4
-338.5	0	3.5
-337.5	0	4
-336.5	0	0
-335.5	1	5
-334.5	0	3
-333.5	0	9
-332.5	0	3.5
-331.5	0	3
-330.5	0	3
-329.5	0	4
-328.5	0	7
-327.5	0	5
-326.5	0	6
-325.5	0	3
-324.5	0	3
-323.5	0	3
-322.5	0	4
-321.5	0	1
-320.5	0	1
-319.5	0	2
-318.5	0	4
-317.5	0	9
-316.5	0	3
-315.5	0	2
-314.5	0	3.5
-313.5	0	10
-312.5	0	5
-311.5	0	3
-310.5	0	1
-309.5	0	8
-308.5	0	4
-307.5	0	3
-306.5	0	6
-305.5	0	1
-304.5	0	5
-303.5	0	4
-302.5	1	7
-301.5	0	4
-300.5	0	5
-299.5	1	5
-298.5	0	6
-297.5	0	4
-296.5	1	4
-295.5	0	5
-294.5	0	4
-293.5	0	3.5
-292.5	0	3
-291.5	0	4
-290.5	0	4
-289.5	0	6
-288.5	0	4
-287.5	0	1
-286.5	0	2
-285.5	0	5
-284.5	0	6
-283.5	0	3
-282.5	1	8
-281.5	0	5
-280.5	0	9
-279.5	0	3
-278.5	0	4
-277.5	0	3
-276.5	0	6
-275.5	0	6
-274.5	0	7
-273.5	1	1
-272.5	0	6
-271.5	0	5
-270.5	1	6
-269.5	0	3
-268.5	0	7
-267.5	0	4
-266.5	1	2
-265.5	0	3
-264.5	0	5
-263.5	0	5
-262.5	0	6
-261.5	0	4
-260.5	0	11
-259.5	0	7
-258.5	0	4
-257.5	0	7
-256.5	0	7
-255.5	0	2
-254.5	0	4
-253.5	0	4
-252.5	1	1
-251.5	0	8
-250.5	1	6
-249.5	0	7
-248.5	1	7
-247.5	0	4
-246.5	0	3
-245.5	0	3
-244.5	0	6
-243.5	0	7
-242.5	0	6
-241.5	0	1
-240.5	0	2
-239.5	0	7
-238.5	0	6
-237.5	0	6
-236.5	0	1
-235.5	0	5
-234.5	0	4
-233.5	0	7.5
-232.5	0	3
-231.5	0	4
-230.5	0	9
-229.5	1	7
-228.5	0	3
-227.5	0	3
-226.5	1	6
-225.5	0	2
-224.5	0	5
-223.5	0	7
-222.5	0	4
-221.5	0	1
-220.5	0	4
-219.5	1	7
-218.5	0	7
-217.5	0	3
-216.5	0	2
-215.5	0	4
-214.5	1	4
-213.5	0	5
-212.5	0	3
-211.5	0	6
-210.5	0	2
-209.5	0	1
-208.5	0	7
-207.5	0	4
-206.5	0	4
-205.5	0	3
-204.5	0	6
-203.5	0	4
-202.5	0	1
-201.5	0	7
-200.5	0	3
-199.5	0	5
-198.5	1	2
-197.5	1	2
-196.5	0	3
-195.5	0	5
-194.5	0	4
-193.5	0	4
-192.5	0	5
-191.5	0	3
-190.5	0	4
-189.5	0	4
-188.5	1	12
-187.5	0	7
-186.5	0	5
-185.5	0	4
-184.5	0	0
-183.5	0	6
-182.5	0	4
-181.5	0	2
-180.5	0	6
-179.5	0	3
-178.5	0	7
-177.5	0	4
-176.5	0	3
-175.5	0	5
-174.5	0	2
-173.5	0	4
-172.5	0	5
-171.5	0	8
-170.5	0	11
-169.5	0	3
-168.5	0	1
-167.5	0	10
-166.5	0	5
-165.5	0	4
-164.5	0	9
-163.5	0	4
-162.5	0	4
-161.5	0	3
-160.5	0	5
-159.5	0	5
-158.5	0	7
-157.5	0	6
-156.5	1	5
-155.5	0	5
-154.5	0	3
-153.5	0	4
-152.5	0	1
-151.5	0	4
-150.5	0	3
-149.5	0	2
-148.5	0	8
-147.5	0	3
-146.5	0	6
-145.5	0	4
-144.5	0	1
-143.5	0	3
-142.5	0	0
-141.5	0	5
-140.5	0	4
-139.5	0	7
-138.5	0	3
-137.5	0	6
-136.5	0	3.5
-135.5	0	5
-134.5	0	1.5
-133.5	0	3
-132.5	0	7
-131.5	0	3
-130.5	0	8
-129.5	0	3.5
-128.5	0	3
-127.5	0	8
-126.5	0	2
-125.5	0	3
-124.5	0	4
-123.5	0	7
-122.5	0	3
-121.5	0	7
-120.5	0	3
-119.5	0	6
-118.5	0	6.125
-117.5	0	2
-116.5	0	6
-115.5	0	4
-114.5	0	5
-113.5	1	3
-112.5	0	5
-111.5	0	5
-110.5	0	5
-109.5	0	4
-108.5	0	3
-107.5	0	0
-106.5	0	6
-105.5	0	4
-104.5	1	6
-103.5	0	2
-102.5	0	3.5
-101.5	0	3
-100.5	0	3
 -99.5	0	6
 -98.5	0	5
 -97.5	0	2
 -96.5	0	2
 -95.5	0	4
 -94.5	0	5
 -93.5	0	4
 -92.5	0	7
 -91.5	0	2
 -90.5	0	10.5
 -89.5	0	5
 -88.5	0	2
 -87.5	0	7
 -86.5	0	2
 -85.5	0	3
 -84.5	0	4.125
 -83.5	0	4.5
 -82.5	0	5
 -81.5	0	4
 -80.5	0	5.5
 -79.5	0	2
 -78.5	0	3
 -77.5	0	2
 -76.5	0	4
 -75.5	0	7
 -74.5	1	3
 -73.5	0	4
 -72.5	0	4
 -71.5	0	6
 -70.5	0	6
 -69.5	0	4
 -68.5	0	6
 -67.5	0	5
 -66.5	0	3.5
 -65.5	0	5
 -64.5	0	8
 -63.5	0	2
 -62.5	0	3
 -61.5	0	5
 -60.5	0	6
 -59.5	0	4
 -58.5	0	7
 -57.5	0	2
 -56.5	0	6
 -55.5	0	6
 -54.5	0	2
 -53.5	0	4.125
 -52.5	0	7
 -51.5	0	6
 -50.5	0	2.5
 -49.5	0	5
 -48.5	0	5
 -47.5	1	7
 -46.5	0	5
 -45.5	0	5
 -44.5	0	7
 -43.5	0	4
 -42.5	0	7
 -41.5	1	7
 -40.5	0	7
 -39.5	0	4
 -38.5	0	5
 -37.5	0	5
 -36.5	0	7
 -35.5	0	9
 -34.5	0	7
 -33.5	0	6
 -32.5	0	5
 -31.5	0	5
 -30.5	0	6
 -29.5	0	5
 -28.5	0	10
 -27.5	0	4
 -26.5	0	5.125
 -25.5	0	3
 -24.5	0	5
 -23.5	0	2
 -22.5	0	0
 -21.5	0	6
 -20.5	0	1
 -19.5	0	6
 -18.5	1	5
 -17.5	1	8
 -16.5	0	7
 -15.5	0	9
 -14.5	0	6
 -13.5	0	3
 -12.5	0	7
 -11.5	0	6
 -10.5	0	9
  -9.5	0	4
  -8.5	0	5
  -7.5	0	6
  -6.5	0	3
  -5.5	0	7
  -4.5	0	5
  -3.5	0	8
  -2.5	0	5
  -1.5	0	2
  -0.5	2	3
   0.5	1	7
   1.5	0	4
   2.5	0	4
   3.5	0	7.5
   4.5	0	5
   5.5	0	6
   6.5	0	2
   7.5	0	6.125
   8.5	1	2
   9.5	0	6
  10.5	0	3
  11.5	0	6.5
  12.5	0	3
  13.5	1	7
  14.5	0	4
  15.5	0	3
  16.5	0	9.5
  17.5	0	4
  18.5	0	3
  19.5	0	6
  20.5	0	8
  21.5	0	4
  22.5	0	5
  23.5	0	7
  24.5	0	4
  25.5	0	9
  26.5	0	5.83333
  27.5	0	4
  28.5	0	4.25
  29.5	0	6
  30.5	0	4
  31.5	0	4
  32.5	0	7
  33.5	0	6.25
  34.5	0	5
  35.5	0	4
  36.5	0	3
  37.5	0	6
  38.5	0	7.375
  39.5	0	3
  40.5	0	2
  41.5	0	6
  42.5	0	6
  43.5	0	5.25
  44.5	0	1
  45.5	0	5
  46.5	0	8
  47.5	0	3
  48.5	0	3
  49.5	0	6
  50.5	0	8
  51.5	0	4
  52.5	0	5
  53.5	0	4
  54.5	0	6
  55.5	0	4
  56.5	0	2
  57.5	0	6
  58.5	0	3
  59.5	0	3
  60.5	0	4
  61.5	0	4
  62.5	0	3
  63.5	1	4
  64.5	0	3
  65.5	0	4
  66.5	0	3
  67.5	0	9
  68.5	0	7
  69.5	0	8
  70.5	0	7
  71.5	0	2
  72.5	0	2.125
  73.5	0	6
  74.5	0	3
  75.5	0	2
  76.5	1	3
  77.5	0	5
  78.5	0	4.5
  79.5	0	2
  80.5	2	6
  81.5	1	6
  82.5	0	7
  83.5	1	8
  84.5	0	2
  85.5	0	4
  86.5	1	3
  87.5	0	4
  88.5	1	4
  89.5	0	4
  90.5	0	6
  91.5	0	4
  92.5	0	5
  93.5	0	5
  94.5	0	7
  95.5	1	4
  96.5	0	10
  97.5	0	7
  98.5	0	6
  99.5	0	3
 100.5	1	2
 101.5	0	2
 102.5	0	7
 103.5	0	5
 104.5	1	11
 105.5	0	2
 106.5	0	5.5
 107.5	0	3
 108.5	0	5
 109.5	0	8
 110.5	0	8
 111.5	0	4.1
 112.5	0	9
 113.5	0	6
 114.5	0	4.5
 115.5	1	8
 116.5	0	2.33333
 117.5	0	6
 118.5	0	5
 119.5	0	5
 120.5	0	8
 121.5	0	7
 122.5	0	5
 123.5	0	7
 124.5	0	7
 125.5	0	3
 126.5	0	4
 127.5	0	5
 128.5	0	5.5
 129.5	0	7
 130.5	0	6
 131.5	1	7
 132.5	0	9.1
 133.5	0	7
 134.5	0	2
 135.5	0	6
 136.5	0	5
 137.5	0	5
 138.5	0	4
 139.5	1	10
 140.5	0	6
 141.5	0	4
 142.5	0	7
 143.5	1	5
 144.5	0	8
 145.5	0	7
 146.5	0	10
 147.5	0	6
 148.5	0	5
 149.5	1	6
 150.5	1	11
 151.5	1	4
 152.5	0	6
 153.5	0	6.1
 154.5	0	7
 155.5	2	5
 156.5	0	3
 157.5	0	5
 158.5	0	6
 159.5	0	3.2
 160.5	0	3
 161.5	0	7
 162.5	0	10
 163.5	0	3
 164.5	0.333333	7
 165.5	0	8
 166.5	0	5
 167.5	0	5.5
 168.5	0	5
 169.5	0	8
 170.5	1	4
 171.5	1	5
 172.5	0	5
 173.5	0	8
 174.5	0	5.1
 175.5	0	5
 176.5	0	6
 177.5	0	11
 178.5	0	0.333333
